video_name,resolution,target_bitrate,selected_bitrate,qp,PSNRY,PSNRU,PSNRV,PSNR,XPSNRY,XPSNRU,XPSNRV,XPSNR,VMAF,enc_time,dec_time
test0708,720,2400,2390.77,24.0,46.0065,53.3476,49.0183,47.3006125,39.9882,45.3452,42.215,40.93617499999999,81.033302,25.34,9.92
test0708,720,3400,3285.53,22.0,46.3881,53.9138,49.4975,47.7174875,40.4878,45.8938,42.7513,41.4464875,82.161892,28.8,10.49
test0708,1080,4500,4397.764,24.0,49.4846,55.0247,51.4636,50.4244875,42.6627,47.0277,44.2872,43.4113875,89.517915,55.44,24.2
test0708,1080,5800,6210.446,22.0,50.1028,55.7792,52.1343,51.0662875,43.3447,47.8139,45.0285,44.113825000000006,90.448883,63.36,25.8
test0708,1440,8100,7879.314,22.0,51.5007,55.8386,53.1213,52.245512500000004,44.1742,47.7388,45.6191,44.8003875,92.57023,106.03,43.66
test0708,2160,11600,12018.798,23.0,53.3786,57.3123,55.1244,54.088537499999994,45.6478,49.4183,47.3646,46.3337125,94.345095,282.23,98.89
test0708,2160,16800,16794.212,21.0,54.3433,58.177,56.0675,55.0380375,46.525,50.3071,48.2903,47.218424999999996,95.046409,344.9,106.6
test0709,360,145,142.532,43.0,28.8699,37.6745,39.4827,31.297075,26.6341,33.9518,35.5101,28.658312499999997,3.354943,4.05,1.89
test0709,360,300,314.416,36.0,30.0115,39.8427,42.4252,32.7921125,28.3324,36.2552,38.7825,30.629012499999998,12.335631,5.35,2.19
test0709,540,600,626.136,34.0,33.3511,43.1661,45.0717,36.04305,31.7088,39.8535,41.6211,33.965925,46.920637,9.74,4.72
test0709,540,900,904.796,30.0,33.8395,44.2064,46.4887,36.7165125,32.3182,40.7753,43.0208,34.7131625,51.409089,12.84,5.17
test0709,540,1600,1520.48,25.0,34.2375,45.0416,47.8168,37.285425,32.7887,41.4987,44.2773,35.313525,55.491337,13.75,5.53
test0709,720,2400,2508.104,24.0,37.028,47.394,49.4965,39.8823125,35.4647,43.8305,45.7137,37.79155,74.051073,23.49,9.72
test0709,720,3400,3275.006,22.0,37.1697,47.7944,50.0989,40.1139375,35.6414,44.1557,46.26,38.0330125,75.208391,24.84,10.7
